split,filename,valid_pixels,void_pixels,unknown_nonvoid_pixels,ignored_pixels_total,total_pixels,valid_fraction,pixels_sky,contains_sky,pixels_building,contains_building,pixels_pole,contains_pole,pixels_road,contains_road,pixels_pavement,contains_pavement,pixels_tree,contains_tree,pixels_signsymbol,contains_signsymbol,pixels_fence,contains_fence,pixels_car,contains_car,pixels_pedestrian,contains_pedestrian,pixels_bicyclist,contains_bicyclist
train,Seq05VD_f02100.png,682806,8394,0,8394,691200,0.9878559027777778,82135,1,207680,1,23860,1,205256,1,99551,1,31112,1,21992,1,0,0,1984,1,9236,1,0,0
train,Seq05VD_f02130.png,685631,5569,0,5569,691200,0.9919429976851852,71358,1,216358,1,15802,1,202748,1,103402,1,43988,1,21384,1,0,0,2029,1,8562,1,0,0
train,Seq05VD_f02160.png,677812,13388,0,13388,691200,0.980630787037037,89240,1,211069,1,13656,1,208269,1,99012,1,24592,1,22322,1,0,0,2170,1,6827,1,655,1
train,Seq05VD_f02190.png,685923,5277,0,5277,691200,0.9923654513888889,78272,1,209598,1,21493,1,208412,1,98957,1,35837,1,23098,1,0,0,2484,1,7772,1,0,0
train,Seq05VD_f02220.png,680695,10505,0,10505,691200,0.9848017939814815,89859,1,214433,1,14635,1,211133,1,98169,1,24827,1,20496,1,0,0,1751,1,5392,1,0,0
train,Seq05VD_f02250.png,685106,6094,0,6094,691200,0.9911834490740741,82248,1,216759,1,16747,1,210632,1,98170,1,30648,1,21677,1,0,0,2652,1,5573,1,0,0
train,Seq05VD_f02400.png,687309,3891,0,3891,691200,0.9943706597222223,91907,1,216262,1,12466,1,197177,1,99415,1,25168,1,22213,1,0,0,19499,1,3202,1,0,0
train,Seq05VD_f02430.png,674845,16355,0,16355,691200,0.9763382523148149,77499,1,205851,1,13838,1,188235,1,96142,1,34701,1,19942,1,0,0,37743,1,894,1,0,0
train,Seq05VD_f02460.png,677045,14155,0,14155,691200,0.9795211226851852,70905,1,211838,1,14022,1,190094,1,95397,1,42433,1,19913,1,0,0,29399,1,2715,1,329,1
train,Seq05VD_f02490.png,676637,14563,0,14563,691200,0.9789308449074074,78009,1,214888,1,13728,1,208902,1,99950,1,35240,1,20288,1,0,0,2299,1,3333,1,0,0
train,Seq05VD_f02520.png,682815,8385,0,8385,691200,0.9878689236111111,84149,1,214090,1,13847,1,210997,1,100208,1,31088,1,20425,1,0,0,2216,1,5795,1,0,0
train,Seq05VD_f02550.png,677976,13224,0,13224,691200,0.9808680555555556,96972,1,215406,1,14292,1,208090,1,98159,1,16938,1,20451,1,0,0,1978,1,5690,1,0,0
train,Seq05VD_f02700.png,682324,8876,0,8876,691200,0.9871585648148148,80952,1,213589,1,15938,1,204937,1,97747,1,27069,1,21647,1,0,0,17182,1,3263,1,0,0
train,Seq05VD_f02730.png,682534,8666,0,8666,691200,0.9874623842592593,82482,1,217280,1,14175,1,200115,1,103215,1,23273,1,22862,1,0,0,17000,1,1313,1,819,1
train,Seq05VD_f02760.png,680598,10602,0,10602,691200,0.9846614583333333,81785,1,212083,1,13874,1,203090,1,96919,1,33032,1,20515,1,0,0,16621,1,2679,1,0,0
train,Seq05VD_f02790.png,683419,7781,0,7781,691200,0.9887427662037037,84969,1,208413,1,14378,1,199471,1,95460,1,29959,1,21635,1,0,0,26648,1,2394,1,92,1
train,Seq05VD_f02820.png,683187,8013,0,8013,691200,0.9884071180555556,82493,1,205827,1,13943,1,185522,1,92181,1,31211,1,21837,1,0,0,46698,1,3394,1,81,1
train,Seq05VD_f02850.png,672978,18222,0,18222,691200,0.9736371527777777,83379,1,214663,1,15930,1,209724,1,99444,1,22065,1,21106,1,0,0,3446,1,3221,1,0,0
train,Seq05VD_f03000.png,657006,34194,0,34194,691200,0.9505295138888888,99015,1,198087,1,13643,1,184739,1,54129,1,49713,1,12066,1,0,0,31115,1,14499,1,0,0
train,Seq05VD_f03030.png,662465,28735,0,28735,691200,0.9584273726851852,75997,1,179315,1,8368,1,169490,1,89336,1,81160,1,1648,1,0,0,51731,1,5420,1,0,0
train,Seq05VD_f03060.png,664975,26225,0,26225,691200,0.9620587384259259,68599,1,200134,1,10729,1,168982,1,97075,1,81508,1,5277,1,0,0,24656,1,8015,1,0,0
train,Seq05VD_f03090.png,670960,20240,0,20240,691200,0.9707175925925926,96781,1,245419,1,10756,1,170023,1,90626,1,27300,1,4030,1,0,0,24612,1,1413,1,0,0
train,Seq05VD_f03120.png,607062,84138,0,84138,691200,0.8782725694444444,76650,1,224100,1,8776,1,181643,1,91168,1,0,0,13256,1,0,0,5519,1,5950,1,0,0
train,Seq05VD_f03150.png,678117,13083,0,13083,691200,0.9810720486111111,74030,1,294350,1,11538,1,189506,1,90565,1,3427,1,5885,1,0,0,1700,1,7116,1,0,0
train,Seq05VD_f03300.png,679125,12075,0,12075,691200,0.9825303819444444,116172,1,200099,1,4398,1,245957,1,40751,1,58388,1,756,1,6061,1,550,1,5895,1,98,1
train,Seq05VD_f03330.png,683462,7738,0,7738,691200,0.9888049768518519,115493,1,124705,1,7668,1,250192,1,32673,1,114239,1,3557,1,32765,1,6,1,1849,1,315,1
train,Seq05VD_f03360.png,686113,5087,0,5087,691200,0.9926403356481481,154208,1,47012,1,1747,1,183098,1,75204,1,155868,1,0,0,59718,1,661,1,8007,1,590,1
train,Seq05VD_f03390.png,683244,7956,0,7956,691200,0.9884895833333334,173716,1,45774,1,4356,1,175611,1,73008,1,139132,1,0,0,67356,1,0,0,427,1,3864,1
train,Seq05VD_f03420.png,684106,7094,0,7094,691200,0.9897366898148148,187077,1,37493,1,936,1,177100,1,73812,1,141043,1,0,0,65381,1,0,0,616,1,648,1
train,Seq05VD_f03450.png,684722,6478,0,6478,691200,0.9906278935185185,171721,1,24174,1,1303,1,178443,1,69860,1,166734,1,0,0,65524,1,58,1,2353,1,4552,1
train,Seq05VD_f03600.png,690209,991,0,991,691200,0.998566261574074,177466,1,10768,1,4901,1,174655,1,67340,1,160105,1,750,1,93126,1,894,1,204,1,0,0
train,Seq05VD_f03630.png,685703,5497,0,5497,691200,0.9920471643518518,91590,1,47863,1,2657,1,187448,1,72595,1,225985,1,1479,1,54194,1,1757,1,135,1,0,0
train,Seq05VD_f03660.png,683228,7972,0,7972,691200,0.9884664351851852,111551,1,51760,1,8136,1,189723,1,72172,1,169888,1,4307,1,63357,1,11741,1,593,1,0,0
train,Seq05VD_f03690.png,684061,7139,0,7139,691200,0.9896715856481482,67145,1,59790,1,2137,1,201542,1,76510,1,211770,1,218,1,60599,1,3254,1,1096,1,0,0
train,Seq05VD_f03720.png,683616,7584,0,7584,691200,0.9890277777777777,95613,1,165469,1,4631,1,206916,1,74990,1,84687,1,1159,1,34121,1,16030,1,0,0,0,0
train,Seq05VD_f03750.png,691198,2,0,2,691200,0.9999971064814814,126535,1,253999,1,6495,1,210973,1,78061,1,1307,1,203,1,0,0,5202,1,8232,1,191,1
train,Seq05VD_f03900.png,690743,457,0,457,691200,0.9993388310185185,131130,1,255728,1,3620,1,211155,1,66699,1,16404,1,2855,1,0,0,1899,1,295,1,958,1
train,Seq05VD_f03930.png,689537,1663,0,1663,691200,0.9975940393518519,134989,1,216101,1,10216,1,227211,1,69996,1,12061,1,10067,1,0,0,2815,1,244,1,5837,1
train,Seq05VD_f03960.png,682861,8339,0,8339,691200,0.987935474537037,123890,1,206952,1,6519,1,277701,1,24386,1,21066,1,8148,1,5133,1,6694,1,735,1,1637,1
train,Seq05VD_f03990.png,680468,10732,0,10732,691200,0.9844733796296297,131170,1,199622,1,9480,1,237953,1,38045,1,39808,1,9248,1,0,0,6120,1,216,1,8806,1
train,Seq05VD_f04020.png,680438,10762,0,10762,691200,0.9844299768518519,130413,1,163316,1,9592,1,203791,1,73103,1,65170,1,21293,1,0,0,11173,1,2587,1,0,0
train,Seq05VD_f04050.png,680693,10507,0,10507,691200,0.9847989004629629,150492,1,195335,1,4475,1,210117,1,55438,1,19311,1,3783,1,0,0,41742,1,0,0,0,0
train,Seq05VD_f04200.png,627775,63425,0,63425,691200,0.9082392939814815,105174,1,183230,1,4785,1,228416,1,52832,1,49160,1,1393,1,888,1,1069,1,828,1,0,0
train,Seq05VD_f04230.png,676019,15181,0,15181,691200,0.9780367476851852,131348,1,224753,1,12164,1,234703,1,66598,1,0,0,2166,1,1452,1,1336,1,1499,1,0,0
train,Seq05VD_f04260.png,668252,22948,0,22948,691200,0.9667997685185186,138409,1,230417,1,10152,1,221410,1,53904,1,2366,1,2468,1,0,0,5974,1,3152,1,0,0
train,Seq05VD_f04290.png,652857,38343,0,38343,691200,0.9445269097222222,135355,1,222189,1,12166,1,189444,1,76051,1,0,0,1032,1,0,0,13694,1,2926,1,0,0
train,Seq05VD_f04320.png,656979,34221,0,34221,691200,0.9504904513888889,140594,1,219361,1,10500,1,180922,1,79819,1,0,0,2535,1,0,0,21451,1,1797,1,0,0
train,Seq05VD_f04350.png,683548,7652,0,7652,691200,0.9889293981481482,142324,1,208503,1,3383,1,174897,1,101091,1,8222,1,2110,1,0,0,29904,1,12790,1,324,1
train,Seq05VD_f04500.png,683437,7763,0,7763,691200,0.9887688078703704,149471,1,179797,1,5414,1,186642,1,82934,1,54704,1,4980,1,0,0,14881,1,4614,1,0,0
train,Seq05VD_f04530.png,675471,15729,0,15729,691200,0.9772439236111111,147516,1,205523,1,6997,1,190226,1,69916,1,36677,1,1149,1,0,0,7945,1,9522,1,0,0
train,Seq05VD_f04560.png,668860,22340,0,22340,691200,0.9676793981481482,158193,1,153349,1,3852,1,196850,1,89267,1,52432,1,4047,1,0,0,5220,1,5650,1,0,0
train,Seq05VD_f04590.png,672843,18357,0,18357,691200,0.9734418402777778,155619,1,187445,1,4787,1,215259,1,54347,1,8741,1,5803,1,0,0,40703,1,139,1,0,0
train,Seq05VD_f04620.png,661375,29825,0,29825,691200,0.9568504050925926,137418,1,211331,1,8750,1,187297,1,85646,1,2146,1,3828,1,0,0,20154,1,4632,1,173,1
train,Seq05VD_f04650.png,673341,17859,0,17859,691200,0.9741623263888889,130876,1,209186,1,11128,1,205668,1,78742,1,6857,1,17738,1,0,0,10140,1,2502,1,504,1
train,Seq05VD_f04800.png,657893,33307,0,33307,691200,0.9518127893518519,144420,1,173035,1,4558,1,215705,1,45716,1,60554,1,6116,1,0,0,4905,1,2884,1,0,0
train,Seq05VD_f04830.png,628406,62794,0,62794,691200,0.9091521990740741,121086,1,168101,1,7823,1,219858,1,54442,1,41841,1,3798,1,0,0,10034,1,1423,1,0,0
train,Seq05VD_f04860.png,645929,45271,0,45271,691200,0.9345037615740741,107944,1,155061,1,1509,1,207936,1,61231,1,79000,1,937,1,2040,1,25887,1,3989,1,395,1
train,Seq05VD_f04890.png,675071,16129,0,16129,691200,0.9766652199074074,107227,1,200901,1,3395,1,195106,1,70944,1,89022,1,1978,1,0,0,1372,1,4192,1,934,1
train,Seq05VD_f04920.png,642461,48739,0,48739,691200,0.9294864004629629,157336,1,163464,1,4322,1,194477,1,60329,1,30125,1,7524,1,0,0,2787,1,17327,1,4770,1
train,Seq05VD_f04950.png,665562,25638,0,25638,691200,0.9629079861111111,175567,1,184657,1,5479,1,197939,1,68478,1,20175,1,4222,1,2326,1,2874,1,3845,1,0,0
train,Seq05VD_f05100.png,665951,25249,0,25249,691200,0.963470775462963,145457,1,204628,1,5137,1,178356,1,61991,1,3280,1,11521,1,0,0,55517,1,64,1,0,0
val,0001TP_009030.png,648138,43062,0,43062,691200,0.9376996527777778,164946,1,38596,1,2973,1,101843,1,33520,1,123626,1,1288,1,0,0,177262,1,1732,1,2352,1
val,0001TP_009060.png,650914,40286,0,40286,691200,0.9417158564814815,154180,1,41377,1,3329,1,104616,1,32751,1,140493,1,1350,1,0,0,162662,1,6962,1,3194,1
val,0001TP_009270.png,638929,52271,0,52271,691200,0.9243764467592592,165562,1,49178,1,4095,1,71875,1,39732,1,178897,1,2760,1,0,0,107160,1,19153,1,517,1
val,0001TP_009300.png,638061,53139,0,53139,691200,0.9231206597222222,163706,1,56670,1,4826,1,70769,1,40365,1,177524,1,2917,1,0,0,107585,1,13326,1,373,1
val,0001TP_009870.png,640635,50565,0,50565,691200,0.9268446180555555,187865,1,122564,1,3274,1,131276,1,28600,1,86592,1,3859,1,5809,1,62276,1,8520,1,0,0
val,0001TP_009900.png,635710,55490,0,55490,691200,0.9197193287037037,192613,1,101469,1,3442,1,123459,1,30623,1,92132,1,5322,1,11833,1,64398,1,10419,1,0,0
val,0001TP_009930.png,628678,62522,0,62522,691200,0.9095457175925926,179695,1,98768,1,4315,1,135428,1,23999,1,116075,1,6544,1,17852,1,15627,1,12726,1,17649,1
val,0001TP_009960.png,634111,57089,0,57089,691200,0.9174059606481482,166076,1,148189,1,4426,1,114323,1,19017,1,122681,1,2439,1,18978,1,17504,1,5710,1,14768,1
val,0006R0_f01050.png,643377,47823,0,47823,691200,0.9308116319444445,149776,1,5382,1,3145,1,267430,1,2095,1,201422,1,1390,1,100,1,12637,1,0,0,0,0
val,0006R0_f01080.png,660559,30641,0,30641,691200,0.955669849537037,182397,1,4374,1,4334,1,273283,1,7879,1,168650,1,2195,1,5295,1,12152,1,0,0,0,0
val,0006R0_f01290.png,673615,17585,0,17585,691200,0.9745587384259259,135195,1,11030,1,3322,1,268794,1,2005,1,234609,1,1304,1,11572,1,5576,1,208,1,0,0
val,0006R0_f01320.png,673481,17719,0,17719,691200,0.9743648726851852,166895,1,14051,1,1612,1,265867,1,2787,1,205270,1,1701,1,9056,1,5993,1,249,1,0,0
val,0006R0_f01890.png,639483,51717,0,51717,691200,0.9251779513888889,136425,1,44910,1,11189,1,226880,1,0,0,129431,1,66075,1,0,0,24573,1,0,0,0,0
val,0006R0_f01920.png,680943,10257,0,10257,691200,0.9851605902777778,132859,1,58165,1,9191,1,258174,1,13943,1,158407,1,22671,1,0,0,27533,1,0,0,0,0
val,0006R0_f01950.png,673392,17808,0,17808,691200,0.9742361111111111,126645,1,52844,1,11907,1,237712,1,22352,1,154145,1,32965,1,0,0,34734,1,88,1,0,0
val,0006R0_f01980.png,682071,9129,0,9129,691200,0.9867925347222222,79545,1,76700,1,20055,1,178734,1,42065,1,196343,1,47232,1,0,0,41397,1,0,0,0,0
val,0006R0_f02550.png,685614,5586,0,5586,691200,0.9919184027777778,123190,1,57807,1,1110,1,222862,1,347,1,162122,1,1276,1,0,0,114609,1,2291,1,0,0
val,0006R0_f02580.png,686457,4743,0,4743,691200,0.9931380208333334,144800,1,67268,1,1229,1,232430,1,0,0,115413,1,1544,1,0,0,120602,1,3171,1,0,0
val,0006R0_f02790.png,689650,1550,0,1550,691200,0.9977575231481481,122253,1,149318,1,464,1,245466,1,3481,1,60123,1,522,1,0,0,105164,1,2859,1,0,0
val,0006R0_f02820.png,688434,2766,0,2766,691200,0.9959982638888889,130957,1,172254,1,529,1,236089,1,5753,1,36042,1,261,1,0,0,101905,1,4644,1,0,0
val,0006R0_f03390.png,674898,16302,0,16302,691200,0.9764149305555555,146173,1,84367,1,9350,1,263175,1,5680,1,93582,1,7483,1,1890,1,58071,1,5127,1,0,0
val,0006R0_f03420.png,679146,12054,0,12054,691200,0.9825607638888889,155329,1,64361,1,10460,1,244539,1,4075,1,107801,1,6376,1,1109,1,81551,1,2355,1,1190,1
val,0006R0_f03450.png,674035,17165,0,17165,691200,0.9751663773148148,163792,1,51128,1,13082,1,226096,1,4216,1,96576,1,7311,1,2875,1,106362,1,822,1,1775,1
val,0006R0_f03480.png,676431,14769,0,14769,691200,0.9786328125,156185,1,47384,1,13966,1,240603,1,4462,1,107269,1,10634,1,3402,1,89469,1,1676,1,1381,1
val,0016E5_00480.png,665064,26136,0,26136,691200,0.9621875,154506,1,151371,1,8135,1,243637,1,41218,1,45523,1,11917,1,0,0,6005,1,989,1,1763,1
val,0016E5_00510.png,666156,25044,0,25044,691200,0.9637673611111112,115706,1,188476,1,7006,1,253781,1,34111,1,33142,1,12503,1,7569,1,10592,1,253,1,3017,1
val,0016E5_00720.png,659442,31758,0,31758,691200,0.9540538194444445,225738,1,69636,1,4048,1,200368,1,67280,1,51454,1,1256,1,32765,1,3654,1,3243,1,0,0
val,0016E5_00750.png,674202,16998,0,16998,691200,0.9754079861111111,222226,1,60575,1,12636,1,191659,1,74697,1,63708,1,467,1,43695,1,4539,1,0,0,0,0
val,0016E5_01320.png,674924,16276,0,16276,691200,0.9764525462962963,188562,1,103455,1,12441,1,183996,1,85772,1,54590,1,6722,1,2545,1,36841,1,0,0,0,0
val,0016E5_01350.png,673523,17677,0,17677,691200,0.9744256365740741,178781,1,103639,1,12899,1,186291,1,82803,1,54443,1,8641,1,3223,1,41282,1,1521,1,0,0
val,0016E5_01380.png,674196,17004,0,17004,691200,0.9753993055555555,160616,1,120970,1,14405,1,194962,1,86560,1,54023,1,10940,1,4498,1,26796,1,426,1,0,0
val,0016E5_01410.png,681675,9525,0,9525,691200,0.9862196180555556,141083,1,115082,1,12080,1,204620,1,70323,1,65963,1,15404,1,5105,1,50621,1,1394,1,0,0
val,0016E5_01980.png,681788,9412,0,9412,691200,0.9863831018518519,64101,1,210878,1,8274,1,224316,1,55524,1,66464,1,18301,1,10672,1,18834,1,2041,1,2383,1
val,0016E5_02010.png,649336,41864,0,41864,691200,0.9394328703703704,66463,1,223898,1,13243,1,225249,1,54281,1,10001,1,36634,1,0,0,15286,1,4281,1,0,0
val,0016E5_02220.png,680003,11197,0,11197,691200,0.9838006365740741,122462,1,238286,1,5686,1,196375,1,72733,1,14604,1,2265,1,0,0,23355,1,4237,1,0,0
val,0016E5_02250.png,643156,48044,0,48044,691200,0.9304918981481481,161194,1,143465,1,5917,1,182575,1,73551,1,24264,1,6530,1,0,0,28888,1,16772,1,0,0
val,0016E5_04740.png,688489,2711,0,2711,691200,0.9960778356481481,105802,1,186466,1,11691,1,245472,1,11470,1,24204,1,16490,1,0,0,85315,1,1043,1,536,1
val,0016E5_04770.png,688729,2471,0,2471,691200,0.9964250578703704,104793,1,197694,1,7525,1,240347,1,9831,1,26645,1,16183,1,0,0,82400,1,1920,1,1391,1
val,0016E5_04800.png,688915,2285,0,2285,691200,0.9966941550925926,96865,1,214599,1,11339,1,261616,1,7368,1,27980,1,13816,1,0,0,48516,1,4152,1,2664,1
val,0016E5_04830.png,687980,3220,0,3220,691200,0.9953414351851851,93779,1,220202,1,7431,1,275218,1,12689,1,28683,1,8597,1,0,0,20224,1,3799,1,17358,1
val,0016E5_05400.png,685903,5297,0,5297,691200,0.9923365162037037,75573,1,227408,1,7231,1,257780,1,6932,1,35328,1,6731,1,0,0,66031,1,2382,1,507,1
val,0016E5_05430.png,685599,5601,0,5601,691200,0.9918967013888889,75124,1,235760,1,6553,1,277640,1,7034,1,32499,1,6887,1,0,0,40946,1,2906,1,250,1
val,0016E5_05640.png,684185,7015,0,7015,691200,0.9898509837962963,76364,1,234692,1,7178,1,289230,1,10743,1,36602,1,7031,1,0,0,19511,1,2834,1,0,0
val,0016E5_05670.png,684464,6736,0,6736,691200,0.9902546296296296,77868,1,236379,1,7815,1,282960,1,11699,1,36758,1,7675,1,0,0,22211,1,882,1,217,1
val,0016E5_06240.png,684434,6766,0,6766,691200,0.9902112268518518,74585,1,251292,1,4186,1,235515,1,677,1,0,0,3734,1,0,0,114140,1,305,1,0,0
val,0016E5_06270.png,683056,8144,0,8144,691200,0.9882175925925926,70993,1,263654,1,1654,1,234038,1,2722,1,0,0,6934,1,0,0,102750,1,311,1,0,0
val,0016E5_06300.png,681868,9332,0,9332,691200,0.9864988425925926,70320,1,257625,1,2803,1,232694,1,6878,1,0,0,10071,1,0,0,100313,1,1164,1,0,0
val,0016E5_06330.png,679736,11464,0,11464,691200,0.9834143518518519,65107,1,272452,1,3389,1,218854,1,4379,1,0,0,7085,1,0,0,108096,1,374,1,0,0
val,0016E5_06900.png,678482,12718,0,12718,691200,0.9816001157407407,94457,1,241519,1,2074,1,244974,1,37007,1,0,0,4177,1,26411,1,12199,1,15664,1,0,0
val,0016E5_06930.png,679337,11863,0,11863,691200,0.9828370949074074,84358,1,266622,1,2608,1,237673,1,42559,1,0,0,4605,1,22548,1,4618,1,13746,1,0,0
val,0016E5_07140.png,680142,11058,0,11058,691200,0.9840017361111111,75223,1,275265,1,11761,1,250990,1,41753,1,3792,1,1743,1,6320,1,7874,1,5223,1,198,1
val,0016E5_07170.png,680579,10621,0,10621,691200,0.9846339699074074,74663,1,284422,1,6714,1,237775,1,52452,1,4595,1,2438,1,5845,1,8045,1,3336,1,294,1
val,0016E5_07740.png,685416,5784,0,5784,691200,0.9916319444444445,60798,1,174605,1,1855,1,209189,1,71249,1,104176,1,2425,1,6972,1,25632,1,23338,1,5177,1
val,0016E5_07770.png,685285,5915,0,5915,691200,0.9914424189814814,74484,1,163501,1,1879,1,188574,1,59349,1,105830,1,842,1,8204,1,67783,1,8915,1,5924,1
val,0016E5_07800.png,684217,6983,0,6983,691200,0.9898972800925926,87421,1,138123,1,3224,1,193178,1,61252,1,101742,1,1307,1,18859,1,48399,1,24309,1,6403,1
val,0016E5_07830.png,681439,9761,0,9761,691200,0.9858781828703703,75193,1,128243,1,4890,1,205290,1,56078,1,116082,1,1718,1,26147,1,55048,1,5933,1,6817,1
val,0016E5_07989.png,675655,15545,0,15545,691200,0.9775101273148148,61576,1,216016,1,4610,1,189996,1,71499,1,90563,1,4321,1,14797,1,6435,1,4125,1,11717,1
val,0016E5_07991.png,678663,12537,0,12537,691200,0.9818619791666666,63973,1,211573,1,3243,1,191175,1,73972,1,92945,1,4283,1,14662,1,6770,1,4295,1,11772,1
val,0016E5_08005.png,688488,2712,0,2712,691200,0.9960763888888889,62760,1,218976,1,3074,1,189668,1,69177,1,93846,1,5247,1,15093,1,11267,1,4509,1,14871,1
val,0016E5_08007.png,685672,5528,0,5528,691200,0.9920023148148148,62129,1,218224,1,3381,1,186639,1,71467,1,96209,1,4523,1,13179,1,10122,1,4853,1,14946,1
val,0016E5_08045.png,681898,9302,0,9302,691200,0.9865422453703704,65606,1,187159,1,4516,1,170019,1,64979,1,101266,1,6788,1,15601,1,49279,1,4210,1,12475,1
val,0016E5_08047.png,688184,3016,0,3016,691200,0.995636574074074,54684,1,195247,1,5786,1,170708,1,68224,1,100387,1,6752,1,21301,1,48252,1,4043,1,12800,1
val,0016E5_08049.png,681034,10166,0,10166,691200,0.9852922453703704,65902,1,185828,1,3831,1,169746,1,65283,1,102115,1,6858,1,14924,1,49649,1,4472,1,12426,1
val,0016E5_08051.png,679071,12129,0,12129,691200,0.9824522569444445,63140,1,182634,1,4697,1,172435,1,65553,1,105322,1,7007,1,15028,1,45885,1,4903,1,12467,1
val,0016E5_08089.png,686764,4436,0,4436,691200,0.9935821759259259,66331,1,145928,1,8281,1,208222,1,56828,1,130247,1,13625,1,21429,1,10472,1,10785,1,14616,1
val,0016E5_08091.png,686756,4444,0,4444,691200,0.9935706018518519,69584,1,140308,1,6700,1,207571,1,56743,1,130199,1,15127,1,21960,1,11486,1,12078,1,15000,1
val,0016E5_08105.png,687010,4190,0,4190,691200,0.9939380787037037,69974,1,139994,1,2216,1,216862,1,48801,1,141187,1,1981,1,20219,1,15469,1,11269,1,19038,1
val,0016E5_08107.png,685831,5369,0,5369,691200,0.992232349537037,70218,1,142226,1,2292,1,218598,1,48876,1,140698,1,2068,1,17705,1,16754,1,7088,1,19308,1
val,0016E5_08145.png,685415,5785,0,5785,691200,0.9916304976851852,63567,1,151661,1,1946,1,227536,1,42566,1,131212,1,2186,1,41107,1,10243,1,1334,1,12057,1
val,0016E5_08147.png,686169,5031,0,5031,691200,0.9927213541666666,63341,1,153348,1,1681,1,226549,1,44595,1,130225,1,2156,1,40977,1,9022,1,1457,1,12818,1
val,0016E5_08149.png,685160,6040,0,6040,691200,0.9912615740740741,62578,1,158289,1,1679,1,226098,1,42932,1,129795,1,2199,1,39973,1,6727,1,1423,1,13467,1
val,0016E5_08151.png,684709,6491,0,6491,691200,0.9906090856481482,62269,1,158503,1,1753,1,227472,1,45512,1,124520,1,2254,1,40079,1,6202,1,1732,1,14413,1
val,0016E5_08610.png,652420,38780,0,38780,691200,0.9438946759259259,105050,1,127009,1,3876,1,254283,1,34621,1,90021,1,5545,1,14265,1,6381,1,11369,1,0,0
val,0016E5_08640.png,631747,59453,0,59453,691200,0.9139858217592592,108677,1,123298,1,2699,1,248791,1,32922,1,86571,1,3961,1,9219,1,8268,1,7341,1,0,0
val,Seq05VD_f00180.png,681748,9452,0,9452,691200,0.9863252314814814,75187,1,32448,1,5812,1,269739,1,31053,1,189003,1,14133,1,21186,1,43003,1,184,1,0,0
val,Seq05VD_f00210.png,683017,8183,0,8183,691200,0.9881611689814814,88538,1,48789,1,8174,1,212743,1,95076,1,172462,1,5282,1,28012,1,21375,1,2566,1,0,0
val,Seq05VD_f00780.png,681139,10061,0,10061,691200,0.9854441550925926,91908,1,251167,1,8921,1,244805,1,34766,1,32415,1,2444,1,364,1,11166,1,3021,1,162,1
val,Seq05VD_f00810.png,671022,20178,0,20178,691200,0.9708072916666667,93168,1,287187,1,3548,1,203764,1,65114,1,2083,1,4687,1,824,1,1819,1,8469,1,359,1
val,Seq05VD_f00840.png,676187,15013,0,15013,691200,0.9782798032407407,102415,1,271901,1,7721,1,199674,1,69511,1,7458,1,4396,1,7719,1,2292,1,2509,1,591,1
val,Seq05VD_f00870.png,678246,12954,0,12954,691200,0.9812586805555555,97109,1,271376,1,4641,1,198598,1,71767,1,27767,1,1881,1,0,0,1280,1,2906,1,921,1
val,Seq05VD_f01440.png,686568,4632,0,4632,691200,0.9932986111111111,64551,1,127384,1,15643,1,243865,1,38943,1,116997,1,4010,1,52782,1,19700,1,2693,1,0,0
val,Seq05VD_f01470.png,689182,2018,0,2018,691200,0.9970804398148149,69410,1,127236,1,11001,1,175930,1,73933,1,131936,1,4647,1,39885,1,45625,1,9579,1,0,0
val,Seq05VD_f01680.png,687088,4112,0,4112,691200,0.9940509259259259,57962,1,217577,1,11397,1,183540,1,94700,1,110087,1,3917,1,0,0,6917,1,991,1,0,0
val,Seq05VD_f01710.png,656729,34471,0,34471,691200,0.9501287615740741,66833,1,178318,1,26931,1,185978,1,89994,1,84863,1,10431,1,0,0,11852,1,1529,1,0,0
val,Seq05VD_f02280.png,664940,26260,0,26260,691200,0.9620081018518518,88707,1,205200,1,17933,1,204531,1,98180,1,22838,1,18801,1,0,0,2138,1,6612,1,0,0
val,Seq05VD_f02310.png,664358,26842,0,26842,691200,0.961166087962963,96963,1,217349,1,14882,1,203934,1,98466,1,7061,1,19897,1,0,0,1563,1,4243,1,0,0
val,Seq05VD_f02340.png,679031,12169,0,12169,691200,0.9823943865740741,87480,1,211716,1,16388,1,203680,1,104417,1,28098,1,20804,1,0,0,2775,1,3673,1,0,0
val,Seq05VD_f02370.png,682446,8754,0,8754,691200,0.9873350694444445,82990,1,213844,1,11053,1,209247,1,97544,1,32630,1,19487,1,0,0,12747,1,2904,1,0,0
val,Seq05VD_f02940.png,680706,10494,0,10494,691200,0.9848177083333334,101328,1,221406,1,11478,1,227693,1,55940,1,40384,1,11318,1,0,0,6336,1,4823,1,0,0
val,Seq05VD_f02970.png,670084,21116,0,21116,691200,0.9694502314814815,88328,1,218834,1,9393,1,240666,1,33471,1,48096,1,10793,1,0,0,12382,1,8121,1,0,0
val,Seq05VD_f03180.png,684357,6843,0,6843,691200,0.9900998263888889,73914,1,316531,1,4884,1,187386,1,86618,1,10726,1,1262,1,822,1,2024,1,190,1,0,0
val,Seq05VD_f03210.png,679636,11564,0,11564,691200,0.983269675925926,98933,1,293229,1,8829,1,187716,1,72338,1,9186,1,2465,1,1014,1,5618,1,308,1,0,0
